,sentence,word,label
218,20,reflectivity,O
219,20,measurements,O
220,20,xray,O
221,20,diffraction,O
222,20,scans,O
223,20,evaluate,O
224,20,local,O
225,20,strain,O
226,20,present,O
227,20,qw,O
228,20,material,O
229,21,analysis,O
230,21,take,O
231,21,account,O
232,21,different,O
233,21,thermal,O
234,21,expansion,O
235,21,coefficients,O
236,21,gaas,O
237,21,substrate,O
238,21,cdte,I-MAT
239,21,buffer,O
240,22,additional,O
241,22,deformation,O
242,22,due,O
243,22,thermal,O
244,22,expansion,O
245,22,effects,O
246,22,magnitude,O
247,22,deformation,O
248,22,origination,O
249,22,different,O
250,22,compositions,O
251,22,samples,O
252,23,based,O
253,23,evaluated,O
254,23,deformations,O
255,23,values,O
256,23,straininduced,O
257,23,axialsymmetry,O
258,23,spin,O
259,23,hamiltonian,O
260,23,parameter,O
261,23,find,O
262,23,strain,O
263,23,spinlattice,B-PROP
264,23,coefficient,I-PROP
265,23,g11,I-PROP
266,23,722,I-PROP
267,23,19,I-PROP
268,23,nev,I-PROP
269,23,mn2,B-MAT
270,23,cdte,I-MAT
271,23,shear,B-PROP
272,23,deformation,I-PROP
273,23,potential,I-PROP
274,23,b,I-PROP
275,23,94,I-PROP
276,23,11,I-PROP
277,23,ev,I-PROP
278,23,cdte,B-MAT
279,24,less,O
280,25,textitab,O
281,25,initio,O
282,25,study,O
283,25,magnetic,O
284,25,behavior,O
285,25,metal,O
286,25,hydrides,O
287,25,comparison,O
288,25,slaterpauling,O
289,25,curve,O
290,26,abstract,O
291,26,investigated,O
292,26,magnetic,O
293,26,behavior,O
294,26,metal,O
295,26,hydrides,O
296,26,feh,B-MAT
297,26,x,I-MAT
298,26,coh,I-MAT
299,26,x,I-MAT
300,26,nih,I-MAT
301,26,x,I-MAT
302,26,several,O
303,26,concentrations,O
304,26,hydrogen,O
305,26,x,O
306,26,using,O
307,26,density,O
308,26,functional,O
309,26,theory,O
310,26,calculations,O
311,27,several,O
312,27,structural,O
313,27,phases,O
314,27,metallic,O
315,27,host,O
316,27,bcc,O
317,27,fcc,O
318,27,hcp,O
319,27,dhcp,O
320,27,tetragonal,O
321,27,structure,O
322,27,feh,B-MAT
323,27,x,I-MAT
324,28,tailoring,O
325,28,ferromagnetism,O
326,28,electrically,O
327,28,controlled,O
328,28,morphology,O
329,29,abstract,O
330,29,converse,O
331,29,magnetoelectric,O
332,29,coupling,O
333,29,artificial,O
334,29,multiferroics,O
335,29,generally,O
336,29,modelled,O
337,29,three,O
338,29,possible,O
339,29,mechanisms,O
340,29,charge,O
341,29,transfer,O
342,29,strain,O
343,29,mediated,O
344,29,ion,O
345,29,migration,O
346,30,demonstrate,O
347,30,novel,O
348,30,highly,O
349,30,reliable,O
350,30,approach,O
351,30,electrically,O
352,30,controlled,O
353,30,morphological,O
354,30,modifications,O
355,30,control,O
356,30,ferromagnetic,O
357,30,response,O
358,30,magnetoelectric,O
359,30,heterostructure,I-STRUCT
360,30,specifically,O
361,30,fexmn1x,I-MAT
362,30,ferromagnetic,O
363,30,films,I-STRUCT
364,30,ferroelectric,O
365,30,pmnpt,I-MAT
366,30,1,O
367,30,substrates,I-STRUCT
368,31,ferroelectric,O
369,31,pmnpt,I-MAT
370,31,substrates,I-STRUCT
371,31,present,O
372,31,correspondence,O
373,31,electrical,O
374,31,switching,O
375,31,fully,O
376,31,reversible,O
377,31,morphological,O
378,31,changes,O
379,31,surface,O
380,31,correspond,O
381,31,reproducible,O
382,31,modifications,O
383,31,ferromagnetic,O
384,31,response,O
385,31,fexmn1x,I-MAT
386,31,films,I-STUCT
387,32,topographic,O
388,32,analysis,O
389,32,atomic,O
390,32,force,O
391,32,microscopy,O
392,32,shows,O
393,32,formation,O
394,32,surface,O
395,32,cracks,O
396,32,application,O
397,32,positive,O
398,32,electric,O
399,32,field,O
400,32,6,O
401,32,kvcm,O
402,32,disappear,O
403,32,application,O
404,32,negative,O
405,32,voltage,O
406,32,amplitude,O
407,33,inoperando,O
408,33,xray,O
409,33,magnetic,O
410,33,circular,O
411,33,dichroic,O
412,33,spectroscopy,O
413,33,fe,I-MAT
414,33,edge,I-STRUCT
415,33,fexmn1x,I-MAT
416,33,layers,I-STRUCT
417,33,shows,O
418,33,local,O
419,33,variations,O
420,33,dichroic,O
421,33,signal,O
422,33,factor,O
423,33,25,O
424,33,function,O
425,33,electricallydriven,O
426,33,morphological,O
427,33,state,O
428,34,findings,O
429,34,highlight,O
430,34,role,O
431,34,morphology,O
432,34,surface,O
433,34,topography,O
434,34,key,O
435,34,aspect,O
436,34,magnetoelectric,I-PROP
437,34,coupling,O
438,34,whose,O
439,34,proof,O
440,34,electrically,O
441,34,reversible,O
442,34,modification,O
443,34,magnetic,O
444,34,response,O
445,34,adds,O
446,34,new,O
447,34,possibility,O
448,34,design,O
449,34,multiferroic,O
450,34,heterostructures,I-STRUCT
451,34,electrically,O
452,34,controlled,O
453,34,functionalities,O
454,35,less,O
455,36,first,O
456,36,order,O
457,36,magnetostructural,B-PROP
458,36,transition,I-PROP
459,36,magnetocaloric,I-PROP
460,36,effect,I-PROP
461,36,mnnige,B-MAT
462,36,9,I-MAT
463,36,ga,I-MAT
464,36,1,I-MAT
465,37,abstract,O
466,37,studied,O
467,37,via,O
468,37,powder,O
469,37,xray,O
470,37,diffraction,O
471,37,magnetization,O
472,37,measurements,O
473,38,temperature,O
474,38,dependent,O
475,38,xray,O
476,38,diffraction,O
477,38,measurements,O
478,38,reveal,O
479,38,magnetostructural,B-PROP
480,38,transition,I-PROP
481,38,remains,O
482,38,incomplete,O
483,38,23,B-PROP
484,38,k,I-PROP
485,38,resulting,O
486,38,coexistence,O
487,38,antiferromagnetic,O
488,38,ferromagnetic,O
489,38,phases,O
490,38,low,O
491,38,temperatures,O
492,39,fraction,O
493,39,high,O
494,39,temperature,O
495,39,ni,B-MAT
496,39,2,I-MAT
497,39,intype,O
498,39,hexagonal,I-STRUCT
499,40,spectroscopic,O
500,40,size,O
501,40,thickness,O
502,40,metrics,O
503,40,liquidexfoliated,O
504,40,hbn,I-MAT
505,41,abstract,O
506,41,many,O
507,41,2d,B-STRUCT
508,41,materials,I-STRUCT
509,41,optical,O
510,41,raman,O
511,41,spectra,O
512,41,richly,O
513,41,structured,O
514,41,convey,O
515,41,information,O
516,41,range,O
517,41,parameters,O
518,41,including,O
519,41,nanosheet,I-STRUCT
520,41,size,O
521,41,defect,O
522,41,content,O
523,42,contrast,O
524,42,equivalent,O
525,42,spectra,O
526,42,hbn,I-MAT
527,42,relatively,O
528,42,simple,O
529,42,absorption,O
530,42,raman,O
531,42,spectra,O
532,42,consisting,O
533,42,single,O
534,42,feature,O
535,42,disclosing,O
536,42,relatively,O
537,42,little,O
538,42,information,O
539,43,ability,O
540,43,sizeselect,O
541,43,liquidexfoliated,O
542,43,hbn,I-MAT
543,43,nanosheets,I-STRUCT
544,43,allowed,O
545,43,us,O
546,43,comprehensively,O
547,43,study,O
548,43,dependence,O
549,43,hbn,I-MAT
550,43,optical,O
551,43,spectra,O
552,43,nanosheet,I-STRUCT
553,43,dimensions,O
554,44,find,O
555,44,optical,O
556,44,extinction,O
557,44,coefficient,O
558,44,spectrum,O
559,44,vary,O
560,44,systematically,O
561,44,nanosheet,I-STRUCT
562,44,lateral,O
563,44,size,O
564,44,due,O
565,44,presence,O
566,44,light,O
567,44,scattering,O
568,45,conversely,O
569,45,light,O
570,45,scattering,O
571,45,decoupled,O
572,45,give,O
573,45,optical,O
574,45,absorbance,O
575,45,spectra,O
576,45,find,O
577,45,size,O
578,45,dependence,O
579,45,mostly,O
580,45,removed,O
581,45,save,O
582,45,weak,O
583,45,welldefined,O
584,45,variation,O
585,45,energy,O
586,45,peak,O
587,45,absorbance,O
588,45,nanosheet,I-STRUCT
589,45,thickness,O
590,46,finding,O
591,46,corroborated,O
592,46,ab,O
593,46,initio,O
594,46,gw,O
595,46,bethesalpeter,O
596,46,equation,O
597,46,calculations,O
598,46,include,O
599,46,electron,O
600,46,correlations,O
601,46,quasiparticle,O
602,46,selfconsistency,O
603,46,qsgw,O
604,47,addition,O
605,47,find,O
606,47,position,O
607,47,sole,O
608,47,hbn,I-MAT
609,47,raman,O
610,47,line,O
611,47,invariant,O
612,47,nanosheet,I-STRUCT
613,47,dimensions,O
614,47,linewidth,O
615,47,appears,O
616,47,vary,O
617,47,weakly,O
618,47,nanosheet,I-STRUCT
619,47,thickness,O
620,48,sizedependent,O
621,48,spectroscopic,O
622,48,properties,O
623,48,used,O
624,48,metrics,O
625,48,estimate,O
626,48,nanosheet,I-STRUCT
627,48,thickness,O
628,48,spectroscopic,O
629,48,data,O
630,49,less,O
631,50,empty,O
632,50,perovskites,O
633,50,coulomb,O
634,50,floppy,B-STRUCT
635,50,networks,I-STRUCT
636,50,entropic,O
637,50,elasticity,O
638,50,negative,O
639,50,thermal,O
640,50,expansion,O
641,51,abstract,O
642,51,floppy,B-STRUCT
643,51,networks,I-STRUCT
644,51,fns,I-STRUCT
645,51,provide,O
646,51,valuable,O
647,51,insight,O
648,51,origin,O
649,51,anomalous,O
650,51,mechanical,O
651,51,thermal,O
652,51,properties,O
653,51,soft,O
654,51,matter,O
655,51,systems,O
656,51,polymers,O
657,51,rubber,O
658,51,biomolecules,O
659,51,glasses,O
660,51,granular,O
661,51,materials,O
662,52,use,O
663,52,fn,O
664,52,concept,O
665,52,construct,O
666,52,quantitative,O
667,52,microscopic,O
668,52,theory,O
669,52,empty,O
670,52,perovskites,O
671,52,family,O
672,52,crystals,O
673,52,reo,B-MAT
674,52,3,I-MAT
675,52,structure,O
676,52,exhibit,O
677,52,number,O
678,52,unusual,O
679,52,properties,O
680,53,one,O
681,53,remarkable,O
682,53,example,O
683,53,scf,B-MAT
684,53,3,I-MAT
685,53,shows,O
686,53,nearzerotemperature,O
687,53,structural,O
688,53,instability,O
689,53,large,O
690,53,negative,O
691,53,thermal,B-PROP
692,53,expansion,I-PROP
693,53,nte,I-PROP
694,54,trace,O
695,54,effects,O
696,54,fnlike,O
697,54,crystalline,O
698,54,architecture,O
699,54,formed,O
700,54,strong,O
701,54,nearestneighbor,O
702,54,bonds,O
703,54,stabilized,O
704,54,net,O
705,54,electrostatic,O
706,54,repulsion,O
707,54,plays,O
708,54,role,O
709,54,similar,O
710,54,osmotic,O
711,54,pressure,O
712,54,polymeric,O
713,54,gels,O
714,55,nte,I-PROP
715,55,crystalline,O
716,55,solids,O
717,55,conceptualize,O
718,55,coulomb,O
719,55,floppy,B-STRUCT
720,55,networks,I-STRUCT
721,55,emerges,O
722,55,tension,O
723,55,effect,O
724,55,coulomb,O
725,55,repulsion,O
726,55,combined,O
727,55,fns,O
728,55,entropic,O
729,55,elasticity,O
730,55,physical,O
731,55,origin,O
732,55,gels,O
733,55,rubber,O
734,56,theory,O
735,56,provides,O
736,56,accurate,O
737,56,quantitative,O
738,56,description,O
739,56,phonons,O
740,56,thermal,B-PROP
741,56,expansion,I-PROP
742,56,compressibility,O
743,56,structural,O
744,56,phase,O
745,56,diagram,O
746,56,excellent,O
747,56,agreement,O
748,56,experiments,O
749,57,entropic,O
750,57,stabilization,O
751,57,critical,O
752,57,soft,O
753,57,modes,O
754,57,play,O
755,57,secondary,O
756,57,role,O
757,57,nte,I-PROP
758,57,explains,O
759,57,observed,O
760,57,phase,O
761,57,diagram,O
762,58,significant,O
763,58,entropic,O
764,58,elasticity,O
765,58,resolves,O
766,58,puzzle,O
767,58,marked,O
768,58,50,O
769,58,discrepancy,O
770,58,experimentally,O
771,58,observed,O
772,58,bulk,B-PROP
773,58,modulus,I-PROP
774,58,ab,O
775,58,initio,O
776,58,calculations,O
777,59,coulomb,O
778,59,fn,O
779,59,approach,O
780,59,potentially,O
781,59,applicable,O
782,59,important,O
783,59,materials,O
784,59,markedly,O
785,59,covalent,O
786,59,bonds,O
787,59,perovskite,O
788,59,oxides,B-MAT
789,59,iron,I-MAT
790,59,chalcogenides,I-MAT
791,59,whose,O
792,59,anomalous,O
793,59,vibrational,O
794,59,structural,O
795,59,properties,O
796,59,still,O
797,59,poorly,O
798,59,understood,O
799,60,less,O
800,61,new,O
801,61,type,O
802,61,halfmetallic,O
803,61,fully,O
804,61,compensated,O
805,61,ferrimagnet,O
806,62,abstract,O
807,62,halfmetallic,O
808,62,fully,O
809,62,compensated,O
810,62,ferrimagnets,O
811,62,hmfcfms,O
812,62,special,O
813,62,class,O
814,62,halfmetals,O
815,62,exhibiting,O
816,62,zero,O
817,62,magnetization,O
818,62,absolute,O
819,62,zero,O
820,62,promising,O
821,62,candidates,O
822,62,nextgeneration,O
823,62,spintronics,O
824,62,applications,O
825,63,25,O
826,63,years,O
827,63,theoretical,O
828,63,studies,O
829,63,conducted,O
830,63,realize,O
831,63,hmfcfm,O
832,63,materials,O
833,63,practical,O
834,63,applications,O
835,64,herein,O
836,64,experimentally,O
837,64,demonstrate,O
838,64,niastype,O
839,64,hexagonalstructured,O
840,64,crfes,I-MAT
841,64,compound,O
842,64,could,O
843,64,serve,O
844,64,hmfcfm,O
845,64,material,O
846,65,halfmetallic,O
847,65,nature,O
848,65,100,O
849,65,spinpolarized,O
850,65,fermi,O
851,65,surfaces,O
852,65,zero,O
853,65,magnetization,O
854,66,magnetization,O
855,66,shows,O
856,66,linear,O
857,66,behavior,O
858,66,function,O
859,66,magnetic,B-PROP
860,66,field,I-PROP
861,66,compensation,I-PROP
862,66,temperature,I-PROP
863,66,around,I-PROP
864,66,200,I-PROP
865,66,k,I-PROP
866,66,high,O
867,66,magnetic,B-PROP
868,66,coercivity,I-PROP
869,66,38,I-PROP
870,66,koe,I-PROP
871,66,300,I-PROP
872,66,k,I-PROP
873,66,magnetic,O
874,66,features,O
875,66,expected,O
876,66,contribute,O
877,66,quantum,O
878,66,leap,O
879,66,application,O
880,66,hmfcfm,O
881,66,layers,I-STRUCT
882,66,spintronics,O
883,66,devices,O
884,67,less,O
885,68,distinguishing,O
886,68,failure,O
887,68,modes,O
888,68,molecular,O
889,68,level,O
890,68,examining,O
891,68,heterogeneity,O
892,68,local,O
893,68,structures,O
894,68,dynamics,O
895,69,abstract,O
896,69,brittle,O
897,69,failure,O
898,69,ubiquitous,O
899,69,amorphous,O
900,69,materials,O
901,69,sufficiently,O
902,69,cooled,O
903,69,glass,B-PROP
904,69,transition,I-PROP
905,69,temperature,I-PROP
906,69,g,I-PROP
907,70,catastrophic,O
908,70,failure,O
909,70,mode,O
910,70,limiting,O
911,70,amorphous,O
912,70,materials,O
913,70,many,O
914,70,applications,O
915,70,many,O
916,70,fundamental,O
917,70,questions,O
918,70,surrounding,O
919,70,remain,O
920,70,poorly,O
921,70,understood,O
922,71,two,O
923,71,challenges,O
924,71,prevent,O
925,71,fundamental,O
926,71,understanding,O
927,71,transition,O
928,71,ductile,O
929,71,response,O
930,71,temperatures,O
931,71,near,O
932,71,g,I-PROP
933,71,brittle,O
934,71,failure,O
935,71,lower,O
936,71,temperatures,O
937,71,lack,O
938,71,computationally,O
939,71,inexpensive,O
940,71,molecular,O
941,71,models,O
942,71,capture,O
943,71,failure,O
944,71,modes,O
945,71,observed,O
946,71,experiments,O
947,71,ii,O
948,71,lack,O
949,71,quantitative,O
950,71,metrics,O
951,71,distinguish,O
952,71,various,O
953,71,failure,O
954,71,mechanisms,O
955,72,work,O
956,72,use,O
957,72,molecular,O
958,72,dynamics,O
959,72,simulations,O
960,72,capture,O
961,72,ductiletobrittle,B-PROP
962,72,transition,I-PROP
963,72,glassforming,O
964,72,shortchain,O
965,72,polymer,O
966,72,systems,O
967,72,using,O
968,72,modified,O
969,72,lennardjones,O
970,72,potential,O
971,72,describe,O
972,72,nonbonded,O
973,72,interactions,O
974,72,monomers,O
975,73,characterized,O
976,73,effects,O
977,73,new,O
978,73,potential,O
979,73,macroscopic,O
980,73,mechanical,O
981,73,properties,O
982,73,well,O
983,73,microscopic,O
984,73,structural,O
985,73,dynamical,O
986,73,differences,O
987,73,deformation,O
988,74,lastly,O
989,74,present,O
990,74,quantitative,O
991,74,metrics,O
992,74,distinguish,O
993,74,different,O
994,74,failure,O
995,74,modes,O
996,75,less,O
997,76,multistate,O
998,76,metadynamics,O
999,76,automatic,O
1000,76,exploration,O
1001,76,conical,O
1002,76,intersections,O
1003,77,abstract,O
1004,77,introduce,O
1005,77,multistate,O
1006,77,metadynamics,O
1007,77,automatic,O
1008,77,exploration,O
1009,77,conical,O
1010,77,intersection,O
1011,77,seams,O
1012,77,adiabatic,O
1013,77,bornoppenheimer,O
1014,77,potential,O
1015,77,energy,O
1016,77,surfaces,O
1017,77,molecular,O
1018,77,systems,O
1019,78,choosing,O
1020,78,energy,O
1021,78,gap,O
1022,78,electronic,O
1023,78,states,O
1024,78,collective,O
1025,78,variable,O
1026,78,metadynamics,O
1027,78,drives,O
1028,78,system,O
1029,78,arbitrary,O
1030,78,groundstate,O
1031,78,configuration,O
1032,78,toward,O
1033,78,intersection,O
1034,78,seam,O
1035,79,upon,O
1036,79,reaching,O
1037,79,seam,O
1038,79,multistate,O
1039,79,electronic,O
1040,79,hamiltonian,O
1041,79,extended,O
1042,79,introducing,O
1043,79,biasing,O
1044,79,potentials,O
1045,79,offdiagonal,O
1046,79,elements,O
1047,79,molecular,O
1048,79,dynamics,O
1049,79,continued,O
1050,79,modified,O
1051,79,potential,O
1052,79,energy,O
1053,79,surface,O
1054,79,obtained,O
1055,79,diagonalization,O
1056,79,latter,O
1057,80,offdiagonal,O
1058,80,bias,O
1059,80,serves,O
1060,80,locally,O
1061,80,open,O
1062,80,energy,O
1063,80,gap,O
1064,80,push,O
1065,80,system,O
1066,80,next,O
1067,80,intersection,O
1068,80,point,O
1069,81,way,O
1070,81,conical,O
1071,81,intersection,O
1072,81,energy,O
1073,81,landscape,O
1074,81,explored,O
1075,81,identifying,O
1076,81,minimum,O
1077,81,energy,O
1078,81,crossing,O
1079,81,points,O
1080,81,barriers,O
1081,81,separating,O
1082,82,illustrate,O
1083,82,method,O
1084,82,example,O
1085,82,furan,I-MAT
1086,82,prototype,O
1087,82,organic,O
1088,82,molecule,O
1089,82,exhibiting,O
1090,82,rich,O
1091,82,photophysics,O
1092,83,multistate,O
1093,83,metadynamics,O
1094,83,reveals,O
1095,83,plateaus,O
1096,83,conical,O
1097,83,intersection,O
1098,83,energy,O
1099,83,landscape,O
1100,83,minimum,O
1101,83,energy,O
1102,83,crossing,O
1103,83,points,O
1104,83,characteristic,O
1105,83,geometries,O
1106,83,extracted,O
1107,84,method,O
1108,84,combined,O
1109,84,broad,O
1110,84,spectrum,O
1111,84,electronic,O
1112,84,structure,O
1113,84,methods,O
1114,84,represents,O
1115,84,generally,O
1116,84,applicable,O
1117,84,tool,O
1118,84,exploration,O
1119,84,photophysics,O
1120,84,photochemistry,O
1121,84,complex,O
1122,84,molecules,O
1123,84,materials,O
1124,85,less,O
1125,86,connection,O
1126,86,topological,O
1127,86,ligaments,O
1128,86,shape,O
1129,86,optimization,O
1130,86,thin,O
1131,86,tubular,O
1132,86,inhomogeneities,O
1133,87,abstract,O
1134,87,framework,O
1135,87,accounting,O
1136,87,sensitivity,O
1137,87,function,O
1138,87,domain,O
1139,87,respect,O
1140,87,addition,O
1141,87,thin,O
1142,87,ligament,O
1143,88,set,O
1144,88,ideas,O
1145,88,consider,O
1146,88,model,O
1147,88,setting,O
1148,88,elastic,O
1149,88,structures,O
1150,88,approximate,O
1151,88,question,O
1152,88,thin,O
1153,88,tubular,O
1154,88,inhomogeneity,O
1155,88,problem,O
1156,88,look,O
1157,88,sensitivity,O
1158,88,solution,O
1159,88,partial,O
1160,88,differential,O
1161,88,equation,O
1162,88,posed,O
1163,88,inside,O
1164,88,backgro,O
1165,89,investigation,O
1166,89,structural,O
1167,89,electronic,O
1168,89,magnetic,O
1169,89,properties,O
1170,89,co2fege,I-MAT
1171,89,heusler,O
1172,89,alloy,O
1173,89,experiment,O
1174,89,theory,O
1175,90,abstract,O
1176,90,experimental,O
1177,90,computational,O
1178,90,studies,O
1179,90,performed,O
1180,90,co2fege,I-MAT
1181,90,heusler,O
1182,90,alloy,O
1183,91,found,O
1184,91,alloy,O
1185,91,high,O
1186,91,experimental,O
1187,91,magnetic,B-PROP
1188,91,moment,I-PROP
1189,91,61,I-PROP
1190,91,mubfu,I-PROP
1191,91,curie,I-PROP
1192,91,temperature,I-PROP
1193,91,1073k,I-PROP
1194,91,high,O
1195,91,spinwave,B-PROP
1196,91,stiffness,I-PROP
1197,91,constant,I-PROP
1198,91,104,I-PROP
1199,91,nm2mev,I-PROP
1200,91,indicates,O
1201,91,magnetic,B-PROP
1202,91,moment,I-PROP
1203,91,high,O
1204,91,vary,O
1205,91,change,O
1206,91,temperature,O
1207,91,range,O
1208,91,0300k,O
1209,92,alloy,O
1210,92,strictly,O
1211,92,follows,O
1212,92,slaterpauling,O
1213,92,sp,O
1214,92,rule,O
1215,92,minor,O
1216,92,experimental,O
1217,92,deviation,O
1218,92,sp,O
1219,92,value,O
1220,92,justified,O
1221,92,fullpotential,O
1222,92,density,O
1223,92,functional,O
1224,92,calculations,O
1225,92,gives,O
1226,92,accurate,O
1227,92,result,O
1228,92,electronelectron,O
1229,92,correlation,O
1230,92,parameter,O
1231,92,u,O
1232,92,taken,O
1233,92,account,O
1234,92,conventional,O
1235,92,gga,O
1236,92,method,O
1237,93,effect,O
1238,93,lattice,O
1239,93,strain,O
1240,93,electron,O
1241,93,correlation,O
1242,93,individual,B-PROP
1243,93,atomic,I-PROP
1244,93,moments,I-PROP
1245,93,total,I-PROP
1246,93,magnetic,I-PROP
1247,93,moment,I-PROP
1248,93,spinpolarization,O
1249,93,studied,O
1250,93,detail,O
1251,93,concluded,O
1252,93,role,O
1253,93,deviation,O
1254,93,experimental,O
1255,93,results,O
1256,93,expected,O
1257,93,theoretical,O
1258,93,values,O
1259,94,less,O
1260,95,topological,O
1261,95,insulator,O
1262,95,materials,O
1263,95,advanced,O
1264,95,optoelectronic,O
1265,95,devices,O
1267,96,topological,O
1268,96,insulators,O
1269,96,quantum,O
1270,96,materials,O
1271,96,insulating,O
1272,96,bulk,O
1273,96,state,O
1274,96,topologically,O
1275,96,protected,O
1276,96,metallic,O
1277,96,surface,O
1278,96,state,O
1279,96,spin,O
1280,96,momentum,O
1281,96,helical,O
1282,96,locking,O
1283,96,diraclike,O
1284,96,band,O
1285,96,structure,O
1286,97,unique,O
1287,97,fascinating,O
1288,97,electronic,O
1289,97,properties,O
1290,97,quantum,O
1291,97,spin,O
1292,97,hall,O
1293,97,effect,O
1294,97,quantum,O
1295,97,anomalous,O
1296,97,hall,O
1297,97,effect,O
1298,97,topological,O
1299,97,magnetoelectric,O
1300,97,effect,O
1301,97,well,O
1302,97,magnetic,O
1303,97,monopole,O
1304,97,images,O
1305,97,majorana,O
1306,97,fermions,O
1307,97,observed,O
1308,97,topological,O
1309,97,insulator,O
1310,97,materials,O
1311,98,unique,O
1312,98,properties,O
1313,98,topological,O
1314,98,insulator,O
1315,98,materials,O
1316,98,great,O
1317,98,potential,O
1318,98,applications,O
1319,98,spintronics,O
1320,98,quantum,O
1321,98,information,O
1322,98,processing,O
1323,98,well,O
1324,98,magnetoelectric,O
1325,98,devices,O
1326,98,higher,O
1327,98,efficiency,O
1328,98,lower,O
1329,98,energy,O
1330,98,consumption,O
1331,99,hand,O
1332,99,topological,O
1333,99,insulator,O
1334,99,materials,O
1335,99,also,O
1336,99,exhibit,O
1337,99,number,O
1338,99,excellent,O
1339,99,optical,O
